lon_min,lon_max,lat_min,lat_max,area,num_pop,pop_density
0.18,0.27,52.62000000000006,52.710000000000065,60.73907294388693,10197.086278651326,167.88346914796975
0.18,0.27,52.710000000000065,52.80000000000007,60.613914750409535,7087.597582419402,116.93020672900055
0.27,0.36,51.0,51.09,62.96599567164796,6786.479614952851,107.78007307853366
0.27,0.36,51.09,51.18000000000001,62.84358197791707,37577.28887073191,597.9495071419765
0.27,0.36,51.18000000000001,51.27000000000001,62.721013224158575,40264.91151866337,641.9684480344831
0.27,0.36,51.27000000000001,51.360000000000014,62.598289712818946,16412.890530979643,262.19391306498574
0.27,0.36,51.360000000000014,51.45000000000002,62.475411746684685,75164.09727722473,1203.0988700320713
0.27,0.36,51.45000000000002,51.54000000000002,62.35237962896346,102536.21469947507,1644.463536269684
0.27,0.36,51.54000000000002,51.630000000000024,62.22919366322714,50761.80710796743,815.7233626178883
0.27,0.36,51.630000000000024,51.72000000000003,62.10585415339893,30328.750502357478,488.3396406954922
0.27,0.36,51.72000000000003,51.81000000000003,61.98236140384054,3392.384234329328,54.73144548699188
0.27,0.36,51.81000000000003,51.900000000000034,61.85871571923361,8990.643460160889,145.34157968891432
0.27,0.36,51.900000000000034,51.99000000000004,61.7349174046771,6701.895041811724,108.55922909688677
0.27,0.36,51.99000000000004,52.08000000000004,61.61096676563106,3454.635009266667,56.0717546018738
0.27,0.36,52.08000000000004,52.170000000000044,61.48686410792164,8745.885421070248,142.23990030975534
0.27,0.36,52.170000000000044,52.26000000000005,61.3626097377715,3219.0309283608694,52.45915944770205
0.27,0.36,52.26000000000005,52.35000000000005,61.23820396175295,20980.19243630939,342.59973478994937
0.27,0.36,52.35000000000005,52.440000000000055,61.11364708685,8373.155063804053,137.00957908639901
0.27,0.36,52.440000000000055,52.53000000000006,60.98893942035603,10401.75007045492,170.55141750805998
0.27,0.36,52.53000000000006,52.62000000000006,60.86408127001599,1505.7261325804122,24.739158156358986
0.27,0.36,52.62000000000006,52.710000000000065,60.739072943887294,4337.427437870582,71.41082712733592
0.27,0.36,52.710000000000065,52.80000000000007,60.6139147504099,7285.906610666592,120.20188170765397
0.36,0.44999999999999996,51.0,51.09,62.9659956716491,6476.5216190433575,102.857447896428
0.36,0.44999999999999996,51.09,51.18000000000001,62.8435819779177,14777.948535267356,235.1544592168554
0.36,0.44999999999999996,51.18000000000001,51.27000000000001,62.721013224159506,19260.865279663154,307.08791662574833
0.36,0.44999999999999996,51.27000000000001,51.360000000000014,62.598289712817994,49055.42252457762,783.6543578048066
0.36,0.44999999999999996,51.360000000000014,51.45000000000002,62.475411746685445,68395.242305824,1094.7545665347716
0.36,0.44999999999999996,51.45000000000002,51.54000000000002,62.35237962896324,60314.09092271494,967.3101697420783
0.36,0.44999999999999996,51.54000000000002,51.630000000000024,62.22919366322727,69653.97282297951,1119.3134399255398
0.36,0.44999999999999996,51.630000000000024,51.72000000000003,62.10585415339779,27795.176583897377,447.54519461635505
0.36,0.44999999999999996,51.72000000000003,51.81000000000003,61.98236140384062,19039.6757145645,307.1789341892473
0.36,0.44999999999999996,51.81000000000003,51.900000000000034,61.858715719234304,14688.46214127869,237.45177976127087
0.36,0.44999999999999996,51.900000000000034,51.99000000000004,61.73491740467692,3337.559351760808,54.06274912271869
0.36,0.44999999999999996,51.99000000000004,52.08000000000004,61.61096676563066,9623.925283941186,156.20474388189345
0.36,0.44999999999999996,52.08000000000004,52.170000000000044,61.486864107922315,24691.82446348508,401.5788546338249
0.36,0.44999999999999996,52.170000000000044,52.26000000000005,61.36260973777161,21714.027172820526,353.86414081170517
0.36,0.44999999999999996,52.26000000000005,52.35000000000005,61.23820396175149,11823.311035544633,193.07083275873515
0.36,0.44999999999999996,52.35000000000005,52.440000000000055,61.11364708684982,940.5423964039237,15.390055106141844
0.36,0.44999999999999996,52.440000000000055,52.53000000000006,60.98893942035731,1575.9620115960665,25.84012817035528
0.36,0.44999999999999996,52.53000000000006,52.62000000000006,60.86408127001617,15238.599655847145,250.3709796956095
0.36,0.44999999999999996,52.62000000000006,52.710000000000065,60.73907294388765,7583.9307456471515,124.86082480470826
0.36,0.44999999999999996,52.710000000000065,52.80000000000007,60.61391475041045,55077.70946115099,908.6644492101218
0.44999999999999996,0.5399999999999999,51.0,51.09,62.96599567164881,9081.31803141169,144.22575128913053
0.44999999999999996,0.5399999999999999,51.09,51.18000000000001,62.843581977917914,12038.562580074604,191.56391474159977
0.44999999999999996,0.5399999999999999,51.18000000000001,51.27000000000001,62.72101322415904,53071.07947075983,846.1451233430932
0.44999999999999996,0.5399999999999999,51.27000000000001,51.360000000000014,62.598289712819465,97604.48540908193,1559.2196824683147
0.44999999999999996,0.5399999999999999,51.360000000000014,51.45000000000002,62.47541174668481,118466.06100312732,1896.2029651515436
0.44999999999999996,0.5399999999999999,51.45000000000002,51.54000000000002,62.352379628963604,10766.628956812248,172.67390628682583
0.44999999999999996,0.5399999999999999,51.54000000000002,51.630000000000024,62.22919366322672,108198.66430338509,1738.7122977832066
0.44999999999999996,0.5399999999999999,51.630000000000024,51.72000000000003,62.105854153398205,35314.55762182381,568.6188219004074
0.44999999999999996,0.5399999999999999,51.72000000000003,51.81000000000003,61.98236140384076,89996.3800081519,1451.967591582841
0.44999999999999996,0.5399999999999999,51.81000000000003,51.900000000000034,61.85871571923323,20402.333624187806,329.8214873517698
0.44999999999999996,0.5399999999999999,51.900000000000034,51.99000000000004,61.73491740467725,4539.501785760792,73.5321593775529
0.44999999999999996,0.5399999999999999,51.99000000000004,52.08000000000004,61.61096676563025,5924.216081513731,96.15522028812835
0.44999999999999996,0.5399999999999999,52.08000000000004,52.170000000000044,61.48686410792276,9153.774981419761,148.87366780249036
0.44999999999999996,0.5399999999999999,52.170000000000044,52.26000000000005,61.362609737771294,4804.409103101962,78.29538417015279
0.44999999999999996,0.5399999999999999,52.26000000000005,52.35000000000005,61.23820396175091,15790.009631345114,257.845733705833
0.44999999999999996,0.5399999999999999,52.35000000000005,52.440000000000055,61.113647086848076,14871.150029168131,243.33599348169923
0.44999999999999996,0.5399999999999999,52.440000000000055,52.53000000000006,60.98893942035885,3608.513351866739,59.166684749106714
0.44999999999999996,0.5399999999999999,52.53000000000006,52.62000000000006,60.86408127001528,3149.3239231176176,51.743554776520284
0.44999999999999996,0.5399999999999999,52.62000000000006,52.710000000000065,60.73907294388771,4450.512049839417,73.27263710381145
0.44999999999999996,0.5399999999999999,52.710000000000065,52.80000000000007,60.61391475041005,5773.778910019522,95.25500759675752
0.54,0.63,51.0,51.09,62.965995671649104,5756.38631923123,91.42055577504486
0.54,0.63,51.09,51.18000000000001,62.843581977916784,12566.877497541162,199.97073849095932
0.54,0.63,51.18000000000001,51.27000000000001,62.72101322415844,36735.067911918624,585.6899629575702
0.54,0.63,51.27000000000001,51.360000000000014,62.598289712819664,56832.47364398699,907.8917955221406
0.54,0.63,51.360000000000014,51.45000000000002,62.4754117466844,101147.81375408833,1619.001954948401
0.54,0.63,51.45000000000002,51.54000000000002,62.35237962896456,42634.78130498543,683.7715185641493
0.54,0.63,51.54000000000002,51.630000000000024,62.22919366322586,104656.34279374665,1681.788508463239
0.54,0.63,51.630000000000024,51.72000000000003,62.10585415339907,31093.345784467245,500.6508035082792
0.54,0.63,51.72000000000003,51.81000000000003,61.982361403840194,21348.187122328796,344.4235850137543
0.54,0.63,51.81000000000003,51.900000000000034,61.85871571923314,56243.85117259597,909.2308257397042
0.54,0.63,51.900000000000034,51.99000000000004,61.73491740467786,12349.758418831532,200.0449492444895
0.54,0.63,51.99000000000004,52.08000000000004,61.61096676563172,6301.579832643173,102.28016477349558
0.54,0.63,52.08000000000004,52.170000000000044,61.48686410792177,3220.002643902026,52.36895214318096
0.54,0.63,52.170000000000044,52.26000000000005,61.362609737771535,5233.944628713634,85.29533947595287
0.54,0.63,52.26000000000005,52.35000000000005,61.23820396175255,1825.1206377137057,29.803627795054513
0.54,0.63,52.35000000000005,52.440000000000055,61.11364708684777,2090.7956920588617,34.21160070986535
0.54,0.63,52.440000000000055,52.53000000000006,60.98893942035851,11004.863883219094,180.44032225858967
0.54,0.63,52.53000000000006,52.62000000000006,60.864081270013514,2678.1826970706143,44.00268008958019
0.54,0.63,52.62000000000006,52.710000000000065,60.73907294388995,4191.327475658957,69.00545682563934
0.54,0.63,52.710000000000065,52.80000000000007,60.61391475040806,3071.948227278457,50.68057788261856
0.63,0.72,51.0,51.09,62.96599567165021,11522.997604584121,183.00350024913894
0.63,0.72,51.09,51.18000000000001,62.843581977915875,7208.987867553098,114.71319171600433
0.63,0.72,51.18000000000001,51.27000000000001,62.72101322415934,9554.517355007683,152.33359386049273
0.63,0.72,51.27000000000001,51.360000000000014,62.59828971281871,16240.031552109971,259.43251208002863
0.63,0.72,51.360000000000014,51.45000000000002,62.475411746684294,4573.210613231285,73.20016763993549
0.63,0.72,51.45000000000002,51.54000000000002,62.35237962896447,19052.39690430589,305.5600607014444
0.63,0.72,51.54000000000002,51.630000000000024,62.229193663226404,152056.77627637744,2443.4958469698695
0.63,0.72,51.630000000000024,51.72000000000003,62.10585415339891,6642.028745200083,106.94690276369994
0.63,0.72,51.72000000000003,51.81000000000003,61.98236140384078,40477.968097813624,653.0562434380788
0.63,0.72,51.81000000000003,51.900000000000034,61.85871571923244,19618.845150047553,317.1557139836945
0.63,0.72,51.900000000000034,51.99000000000004,61.73491740467873,19142.049640388454,310.0684417363086
0.63,0.72,51.99000000000004,52.08000000000004,61.61096676563138,5801.003817349117,94.15537723042364
0.63,0.72,52.08000000000004,52.170000000000044,61.486864107920695,7398.917307450987,120.33330069434885
0.63,0.72,52.170000000000044,52.26000000000005,61.36260973777186,31471.687498467094,512.8805250128506
0.63,0.72,52.26000000000005,52.35000000000005,61.23820396175233,9673.451869682642,157.96433017082617
0.63,0.72,52.35000000000005,52.440000000000055,61.11364708684855,461.8247378431398,7.556818482569713
0.63,0.72,52.440000000000055,52.53000000000006,60.98893942035801,5345.569227980336,87.64817487867306
0.63,0.72,52.53000000000006,52.62000000000006,60.864081270014346,537.3985748784315,8.829486351635598
0.63,0.72,52.62000000000006,52.710000000000065,60.73907294388899,9445.397342627437,155.50776271072056
0.63,0.72,52.710000000000065,52.80000000000007,60.613914750407446,1764.5914060980065,29.11198547997009
0.72,0.8099999999999999,51.0,51.09,62.965995671649566,3826.691857439183,60.77394340580801
0.72,0.8099999999999999,51.09,51.18000000000001,62.84358197791611,4143.262003007688,65.92975563461155
0.72,0.8099999999999999,51.18000000000001,51.27000000000001,62.7210132241602,5470.988419674444,87.2273603125884
0.72,0.8099999999999999,51.27000000000001,51.360000000000014,62.598289712819465,49662.19980647997,793.347550457272
0.72,0.8099999999999999,51.360000000000014,51.45000000000002,62.475411746683804,44350.708094659036,709.8906090364931
0.72,0.8099999999999999,51.45000000000002,51.54000000000002,62.3523796289641,38706.8325904278,620.7755473128342
0.72,0.8099999999999999,51.54000000000002,51.630000000000024,62.229193663227036,40445.84361887795,649.9496657109753
0.72,0.8099999999999999,51.630000000000024,51.72000000000003,62.10585415339911,8750.099827404367,140.8900971845899
0.72,0.8099999999999999,51.72000000000003,51.81000000000003,61.98236140384038,7127.560826219549,114.99337335311544
0.72,0.8099999999999999,51.81000000000003,51.900000000000034,61.85871571923221,15443.163327050717,249.6521815477872
0.72,0.8099999999999999,51.900000000000034,51.99000000000004,61.73491740467887,6144.282477176131,99.52685992757897
0.72,0.8099999999999999,51.99000000000004,52.08000000000004,61.61096676563005,29849.373932506678,484.48150547701323
0.72,0.8099999999999999,52.08000000000004,52.170000000000044,61.48686410792221,4385.695352266752,71.3273544828851
0.72,0.8099999999999999,52.170000000000044,52.26000000000005,61.3626097377711,20779.319890928895,338.63161915257336
0.72,0.8099999999999999,52.26000000000005,52.35000000000005,61.23820396175262,6703.716508113582,109.46951534209762
0.72,0.8099999999999999,52.35000000000005,52.440000000000055,61.11364708684883,29260.012718073544,478.7803397904241
0.72,0.8099999999999999,52.440000000000055,52.53000000000006,60.98893942035854,437.6866645647078,7.176492471003765
0.72,0.8099999999999999,52.53000000000006,52.62000000000006,60.864081270014886,4070.342992639156,66.87594567609844
0.72,0.8099999999999999,52.62000000000006,52.710000000000065,60.739072943887244,5061.606252544943,83.33361059397501
0.72,0.8099999999999999,52.710000000000065,52.80000000000007,60.613914750408824,2289.9918981058654,37.77997028463535
0.8099999999999999,0.8999999999999999,51.0,51.09,62.96599567164877,3687.409254948941,58.561914500293426
0.8099999999999999,0.8999999999999999,51.09,51.18000000000001,62.84358197791658,88603.86480433092,1409.9111160701596
0.8099999999999999,0.8999999999999999,51.18000000000001,51.27000000000001,62.72101322415813,3479.869610976501,55.48171867919007
0.8099999999999999,0.8999999999999999,51.27000000000001,51.360000000000014,62.59828971282047,22488.091715066126,359.2445068105502
0.8099999999999999,0.8999999999999999,51.360000000000014,51.45000000000002,62.47541174668397,7882.941324403794,126.1767006253016
0.8099999999999999,0.8999999999999999,51.45000000000002,51.54000000000002,62.3523796289641,49.74988658823528,0.7978827253150307
0.8099999999999999,0.8999999999999999,51.54000000000002,51.630000000000024,62.229193663226184,4699.937573603935,75.52624896666985
0.8099999999999999,0.8999999999999999,51.630000000000024,51.72000000000003,62.105854153399605,11734.451147305968,188.94275438708604
0.8099999999999999,0.8999999999999999,51.72000000000003,51.81000000000003,61.98236140383987,4080.35518221577,65.83090882308638
0.8099999999999999,0.8999999999999999,51.81000000000003,51.900000000000034,61.85871571923278,54761.38881354741,885.2655309253583
0.8099999999999999,0.8999999999999999,51.900000000000034,51.99000000000004,61.734917404678264,19054.819933541687,308.6554697827735
0.8099999999999999,0.8999999999999999,51.99000000000004,52.08000000000004,61.61096676563194,5241.1856371644935,85.0690374183213
0.8099999999999999,0.8999999999999999,52.08000000000004,52.170000000000044,61.48686410792088,2540.1441881960727,41.311981429686305
0.8099999999999999,0.8999999999999999,52.170000000000044,52.26000000000005,61.36260973777195,9093.803538854912,148.19779630815137
0.8099999999999999,0.8999999999999999,52.26000000000005,52.35000000000005,61.238203961751594,8121.276944086165,132.61781728867464
0.8099999999999999,0.8999999999999999,52.35000000000005,52.440000000000055,61.1136470868482,2069.5171220196726,33.86342037611821
0.8099999999999999,0.8999999999999999,52.440000000000055,52.53000000000006,60.988939420357866,1483.4820533489813,24.323788336837364
0.8099999999999999,0.8999999999999999,52.53000000000006,52.62000000000006,60.86408127001622,13837.885325274485,227.35717087200183
0.8099999999999999,0.8999999999999999,52.62000000000006,52.710000000000065,60.739072943886676,4262.679123800081,70.18018084895903
0.8099999999999999,0.8999999999999999,52.710000000000065,52.80000000000007,60.61391475041012,2657.5327256783994,43.84360813224687
0.8999999999999999,0.9899999999999999,51.0,51.09,62.96599567164893,5230.884446117719,83.07475154360144
0.8999999999999999,0.9899999999999999,51.09,51.18000000000001,62.84358197791755,11315.082755768412,180.05152474829316
0.8999999999999999,0.9899999999999999,51.18000000000001,51.27000000000001,62.72101322415758,5505.283886341187,87.7741542003785
0.8999999999999999,0.9899999999999999,51.27000000000001,51.360000000000014,62.5982897128201,9657.602608658868,154.27901709399254
0.8999999999999999,0.9899999999999999,51.360000000000014,51.45000000000002,62.47541174668605,3166.9673034117773,50.69141946999279
0.8999999999999999,0.9899999999999999,51.45000000000002,51.54000000000002,62.35237962896262,0.0,0.0
0.8999999999999999,0.9899999999999999,51.54000000000002,51.630000000000024,62.229193663228045,50.77568458823555,0.8159463685649441
0.8999999999999999,0.9899999999999999,51.630000000000024,51.72000000000003,62.105854153398234,177.3382697058815,2.8554195433471565
0.8999999999999999,0.9899999999999999,51.72000000000003,51.81000000000003,61.982361403839676,9235.27357236431,148.998414439115
0.8999999999999999,0.9899999999999999,51.81000000000003,51.900000000000034,61.85871571923358,74718.20895097684,1207.884904854966
0.8999999999999999,0.9899999999999999,51.900000000000034,51.99000000000004,61.73491740467879,27326.85173317499,442.6482270000402
0.8999999999999999,0.9899999999999999,51.99000000000004,52.08000000000004,61.61096676563128,11664.190000129438,189.32002876208924
0.8999999999999999,0.9899999999999999,52.08000000000004,52.170000000000044,61.48686410792057,6463.674780466503,105.12285630832602
0.8999999999999999,0.9899999999999999,52.170000000000044,52.26000000000005,61.36260973777252,17769.8201939572,289.5870998625204
0.8999999999999999,0.9899999999999999,52.26000000000005,52.35000000000005,61.23820396175224,5414.964201964789,88.42460835962518
0.8999999999999999,0.9899999999999999,52.35000000000005,52.440000000000055,61.11364708684874,5177.693265246963,84.72237400410636
0.8999999999999999,0.9899999999999999,52.440000000000055,52.53000000000006,60.98893942035858,3067.717579811717,50.29957249572517
0.8999999999999999,0.9899999999999999,52.53000000000006,52.62000000000006,60.86408127001631,4783.925733168845,78.6001469724898
0.8999999999999999,0.9899999999999999,52.62000000000006,52.710000000000065,60.73907294388612,27139.884944975405,446.82744779540224
0.8999999999999999,0.9899999999999999,52.710000000000065,52.80000000000007,60.61391475041129,6361.1777993254855,104.94583340341538
0.99,1.08,51.0,51.09,62.965995671648606,14501.703253243197,230.3100760744868
0.99,1.08,51.09,51.18000000000001,62.84358197791782,4440.004594592105,70.65167921447011
0.99,1.08,51.18000000000001,51.27000000000001,62.721013224157744,11012.17156734914,175.57387869345948
0.99,1.08,51.27000000000001,51.360000000000014,62.59828971281979,60692.30612897362,969.5521460316218
0.99,1.08,51.360000000000014,51.45000000000002,62.47541174668495,10443.270777502014,167.15809444915186
0.99,1.08,51.45000000000002,51.54000000000002,62.35237962896236,0.0,0.0
0.99,1.08,51.54000000000002,51.630000000000024,62.229193663228884,0.0,0.0
0.99,1.08,51.630000000000024,51.72000000000003,62.105854153397196,0.0,0.0
0.99,1.08,51.72000000000003,51.81000000000003,61.98236140383934,4315.842752596164,69.6301763089786
0.99,1.08,51.81000000000003,51.900000000000034,61.85871571923305,15699.536865063164,253.796683014256
0.99,1.08,51.900000000000034,51.99000000000004,61.73491740467918,15122.02846964325,244.95097920868167
0.99,1.08,51.99000000000004,52.08000000000004,61.610966765629264,6567.209346913667,106.5915646462035
0.99,1.08,52.08000000000004,52.170000000000044,61.48686410792323,8741.531068658918,142.16908270546327
0.99,1.08,52.170000000000044,52.26000000000005,61.36260973776978,21263.886377412837,346.52839030613353
0.99,1.08,52.26000000000005,52.35000000000005,61.238203961753364,6676.248890058827,109.02097805201002
0.99,1.08,52.35000000000005,52.440000000000055,61.113647086847905,4685.703699854883,76.67196973527177
0.99,1.08,52.440000000000055,52.53000000000006,60.98893942035889,15940.32857075715,261.3642526375211
0.99,1.08,52.53000000000006,52.62000000000006,60.86408127001439,4837.930311145013,79.48744497895662
0.99,1.08,52.62000000000006,52.710000000000065,60.739072943887315,5970.671481741266,98.30033934263636
0.99,1.08,52.710000000000065,52.80000000000007,60.61391475041104,4228.091353066622,69.7544676082475
1.08,1.1700000000000002,51.0,51.09,62.965995671649054,32650.421469250683,518.540541144048
1.08,1.1700000000000002,51.09,51.18000000000001,62.84358197791565,20885.42947159997,332.3398955670522
1.08,1.1700000000000002,51.18000000000001,51.27000000000001,62.72101322415908,9424.276457070522,150.2570824771123
1.08,1.1700000000000002,51.27000000000001,51.360000000000014,62.59828971282004,51219.98197646806,818.2329295488448
1.08,1.1700000000000002,51.360000000000014,51.45000000000002,62.475411746684834,32632.50673060767,522.3255968751461
1.08,1.1700000000000002,51.45000000000002,51.54000000000002,62.35237962896439,0.0,0.0
1.08,1.1700000000000002,51.54000000000002,51.630000000000024,62.22919366322657,0.0,0.0
1.08,1.1700000000000002,51.630000000000024,51.72000000000003,62.10585415339968,0.0,0.0
1.08,1.1700000000000002,51.72000000000003,51.81000000000003,61.982361403838475,46622.48548900318,752.1895654352388
1.08,1.1700000000000002,51.81000000000003,51.900000000000034,61.85871571923478,12291.164612572244,198.69737788219783
1.08,1.1700000000000002,51.900000000000034,51.99000000000004,61.73491740467706,7694.618545984503,124.6396507756817
1.08,1.1700000000000002,51.99000000000004,52.08000000000004,61.610966765632234,97865.04059612777,1588.4353993081431
1.08,1.1700000000000002,52.08000000000004,52.170000000000044,61.486864107921264,18351.15106354909,298.45644805269774
1.08,1.1700000000000002,52.170000000000044,52.26000000000005,61.36260973777037,3883.4496532432163,63.2869050035342
1.08,1.1700000000000002,52.26000000000005,52.35000000000005,61.23820396175372,5867.962624078545,95.82192560290268
1.08,1.1700000000000002,52.35000000000005,52.440000000000055,61.11364708684848,16395.60050240743,268.2805115379168
1.08,1.1700000000000002,52.440000000000055,52.53000000000006,60.98893942035845,5075.9300600903025,83.22705900991498
1.08,1.1700000000000002,52.53000000000006,52.62000000000006,60.86408127001521,19641.783195455224,322.7155127556617
1.08,1.1700000000000002,52.62000000000006,52.710000000000065,60.739072943888466,4768.547538055047,78.50873098541184
1.08,1.1700000000000002,52.710000000000065,52.80000000000007,60.613914750411354,5753.7490669804865,94.92455801069076
1.17,1.26,51.0,51.09,62.96599567164839,22237.082063635713,353.16017520943245
1.17,1.26,51.09,51.18000000000001,62.843581977914496,14457.849256725789,230.06087179764512
1.17,1.26,51.18000000000001,51.27000000000001,62.721013224159776,10608.877744172456,169.14391523391362
1.17,1.26,51.27000000000001,51.360000000000014,62.59828971281918,6211.324738486131,99.22515083050497
1.17,1.26,51.360000000000014,51.45000000000002,62.475411746685765,1336.0963535058936,21.385955148615274
1.17,1.26,51.45000000000002,51.54000000000002,62.352379628964805,0.0,0.0
1.17,1.26,51.54000000000002,51.630000000000024,62.229193663225836,0.0,0.0
1.17,1.26,51.630000000000024,51.72000000000003,62.105854153398454,0.0,0.0
1.17,1.26,51.72000000000003,51.81000000000003,61.982361403838794,8474.964018160852,136.73186736050954
1.17,1.26,51.81000000000003,51.900000000000034,61.858715719234716,17015.2705947806,275.06666436480464
1.17,1.26,51.900000000000034,51.99000000000004,61.73491740467648,14042.234324290186,227.4601621679091
1.17,1.26,51.99000000000004,52.08000000000004,61.61096676563223,90382.89357415556,1466.9935941432568
1.17,1.26,52.08000000000004,52.170000000000044,61.486864107919246,5804.711935651052,94.40572421229447
1.17,1.26,52.170000000000044,52.26000000000005,61.36260973777216,4445.160962125533,72.44087207375217
1.17,1.26,52.26000000000005,52.35000000000005,61.238203961752575,3234.599048305861,52.81995288963876
1.17,1.26,52.35000000000005,52.440000000000055,61.11364708684952,5593.103649584391,91.51971640042932
